영화평점,영화감상평
1,1편에 비해 너무 재미없어요 스토리도 너무 지루하고 반복적이고 시간도 안가고 너무 돈아까웠어요
10,이게 어떻게 CG… 보는 내내 잊고 봤다 정말 물 속에 함께 있는 기분. 단순히 즐거움만 제공하고자 하는 영화가 아니라 고래잡이처럼 인간에 의해 고통 받는 자연 그리고 자연의 위대함을 다시 한 번 깨우쳐 주는 영화가 아니었나 생각한다. 제임스 카메론 감독의 깊은 의도를 녹인 아름다운 작품. 돈이 하나도 안 아깝다. 스크린은 거거익선!
8,영상미 영상미 영상미
6,그래픽은좋은데그게 끝임3시간을 벤치마크급 그래픽을 써놓고스토리연출이 헐리우드 3류급임빚좋은개살구 딱 그느낌애들이나 좋아할까 생각난 지루해지더라
7,극장에서 보지 않으면 의미가 없을 영화. 영상미 하나로 모든 것을 만회하는 듯하지만 보고 나면 남는 게 없는 듯 허무한 기분이 들기도.
10,ㄹㅇ 개재밌음요 꼭 보셈
10,프록시마 센타우리가서 촬영하시느라 고생하셨어요 제작비가 많이 들어간 이유가 있었네요
10,3d 돌비로 봤는데 너무 아름답게 봤음! 경이로운 영화
10,카메론은 천재강아지예요
2,영상미만 뺴면 나머지는 그저 그랬음
10,서구 문명의 원주민 침략 역사가....미대륙에서 태평양으로 확장되었듯이2에서는 바다이야기가 펼쳐지는데여러모로 고뇌가 들어간 영화로 느껴졌어요.관람료가 아깝지 않을 정도의 특수효과와 제작자의 노력을 생각했을때꼭 보아야한다고 생각합니다. 3D로 봤는데 개인적으로 배경이 눈에 잘 안들어와서2D로 나중에 다시 봐야할거 같네요. 3 언제 나올라나?
10,다양했어요:)감동적인 세계관 확장이었어요:)
10,젼하고자 하는 바가ㅜ뚜렷하게ㅜ보입니다
2,"재미없음.1편을 감명깊게 본 터라 2편은 별 고민 없이 3d로 봤음.영상미는 뛰어났으나, 스토리 개연성이 너무 약하고 인간들이 그 행성에 침입한 목적 자체가 퇴색돼있음. 오로지 제이크 죽이기일 뿐.개인적으로 1편의 명성마저 깎아내리는 영화가 아니었나 싶어서 절대 추천하고 싶지 않음."
10,기술의 발전이 보이는 영화
10,진짜 안보면 손해임여 완전 재밌어요
8,3번 봤는데 3번 다 울음 ㅠㅠ 미쳤다 ㅠㅠ
10,재밌다 ㄹㅇ 당장 2편좀 개봉해주세요
7,"전체적으로 완성도 있는 기술력이 돋보였지만, 개연성에서 갸웃하게 되는 스토리가 아쉬웠다."
8,"영상미는 말로 표현할 수 없으나, 스토리는 개연성이 다소 약한 것 같음.. 보면서 도대체 왜? 라는 의문이 떠나지 않음"
5,기대한것에 비해 실망이 큼
8,"솔직하게 내용은 별 거 없다. 아바타 1과 크게 다르지 않다. 하지만 스토리가 어찌 됐든 보면서 ""아 이게 바로 영화관에서 보는 영화지""라는 생각이 든다. 긴 러닝 타임과 뻔한 스토리 등에도 불구하고 이 영화를 보는 이유는 영화를 영화관에서 직접 보면 알게 된다."
10,실감나고 기대이상이였어요
10,이걸 만오천원 주고 본다는게 감사할 정도…너어어어무 재밌음…
9,경이롭다. 영상미가 모든 걸 덮는다. 스토리까지도
6,스토리 개연성이나 흐름은 별로고 크게 공감은 안되지만 영상미가 그나마 살림. 영상미가 스토리에 집중을 안 하고 그 순간의 흐름에 집중하게 해줬음
10,바닷 속에서 살아있는 듯 생명력을 느끼는 체험을 극대화하여 함께 호흡하는 영화
10,진짜 레전드 영화 인생에서 본 영화 중에 단연 최고다 제임스카메룬 감독님 평생 영화 만들어주세요 제발 ㅠㅠ 2편이 흥행해야 5편까지 나온대요 제발 3번씩 보시길 진짜 너무 재밌습니다 …꼭 영화관에서 봐야하는 영화…
10,와우 평화씬 보는내내 행복~^^숲속도 다시보고싶어~
9,1편보다 더 재밌고 잘 만들어진 영화다
10,처음으로 영화관에서 보는 돈이 안 아까웠던 영화
10,현대인들은 경험해 봐야 할 영화.
10,1편보다 나은 속편은 없다라는 설이 있지만 영상미는 확실히 1편보다 앞도적이었다 생각합니다.다만 3편을 위한 초반 스토리전개같은 느낌이라 약간은 지루했고 내셔널 판도라그래픽같은 느낌이었으나 영상미가 너무좋아 별 5개가 아깝지 않았나 생각됩니다.더 있지만 스포같아서 여기까지만 ㅎㅎ
10,영상 4k 3d 가 진리다
10,악플 많던데 나만 재밌었나...?
10,혹평에 괜한 걱정하고 봤다가 인생 영화보고 옴 무조건 보세요 혹평하는 인간들 이해가 안감ㅋㅋㅋㅋ
10,이제 10년 기다리면 되는거죠?(3D 처음봤다가 끝나고 토함)
10,시간 가는줄 모르고 너무 재밋게 봤어요!
10,"대단한 스토리로 미래에 가능한 상황을 잘 묘사했으며, 인간의 자연과함께 적응을해야만 이유, 삶의 태도 그리고 생명존중& 지적인 면모, 책임감등을 잘 연출하였다고 봅니다."
10,아바타 1 안본 분도 2 잼난다네요!! 영상미가 감동입니다ㅎㅎ 프라이빗박스에서 편하게 보길 백번잘한듯요 ㅎㅎ
10,다들 뻔한 줄거리라고 얘기했지만..3시간이 어떻게 간지 모를정도로 집중력있게 봤다..3편이 벌써 기대된다..
10,찌져부려따아아
9,세시간 내내 정말 눈이 즐거웠습니다.
8,너무 지루해서 중간에 30분정도 잣다 졸린건졸린거고 눈은 즐거웟다
10,환상속에 온듯한 너무나 화려한 영상미 그러나 진부하고 이해 안돼는 스토리 전개 넘사벽의 영상미로 모든것을 커버하기에 만점
10,시간가는줄 모르고 봤어요 재밌어요
10,아바타 보다가 다른거 보니 퀄리티 떨어지는게 확 느껴졌다
10,ㄹㅇ 가슴이 웅장해지는 CG와 아픈 엉덩이
10,대존잼 그냥 최고의 영화였음 리뷰남기는거 첨이네요
6,영상미는 말할것도 없이 훌륭하지만 3시간짜리 스토리는 아님... 전달하려는 메시지가 있는건 알겠는데 그게 너무 뻔하게 드러나서 오히려 어색한 케이스
8,극장에서 꼭 보세요
10,진짜 가서 다시 봐도 돈이 안아까운 영화 1위임.. 세계 역대 영화 흥행 1위였던 아바타 1을 재낄만한 자격이 있다고 생각합니다. 진짜 완전 강추! 다들 꼭 한번 보셔요
10,1000만 가즈아!! 개재밌음 꼭 보셈
9,미국판 신파인 가족을 지킨다는 이야기가 주된 이야기임. 그러다 보니 스토리나 서사의 진행보다는 가족간의 유대감만을 2시간 넘게 보여주었음.
2,스토리가 빈약해서 감동을주기에는 부족합니다
10,너무 재밌었고 보는 동안은 박진감 넘치고 새로운 동식물이나 풍경보는 재미가 말도 못함. 대신 나중에 곱씹어보면 스토리 자체는 진부하다는 느낌이 있긴함. 액션과 풍경만으로도 돈 쓸 가치 충분하다고 느낌. 다음 시리즈도 빨리 보고싶다!! 그리고 제이크 설리 나만 멋있냐?
10,러닝타임이 조금 길었지만 영상 보는맛으로 버틸 수 있었다스토리는 뻔하지만 영상미가 아주 좋았다
7,정말 지루하게 잘 본 영화입니다 바다를 터전에 두는 부족에서적응기를 1부터 10까지 보여주느라 관객에게는 힘든 시간을주더라구요 굳이 그시간을 1시간씩이나 넣을 넣을 필요가 있나 싶습니다
8,영상미 하난 기가 막히다. 전하고자 하는 메시지도 나쁘진 않았다만 3시간 동안 끌고 가기엔 역시 스토리는 뭔가 살짝 빈약하긴 함. 그래도 돈값은 함.
6,"먼 미래 우주의 이야기를 빌어 지구에서 벌어진 문명사적 비극, 당면한 기후 생태계 위기에 대한 경고와 성찰을 촉구하는 메세지를 담고자 한 것으로 느꼈음. 시고니 위버의 장면을 좀 더 넣고, 나래이션은 안 하는 편이 더 좋았을 듯함."
6,눈요기에 비해 스토리가~~아 마따 뉴진스 다니엘느낌 닮은 아바타 나오는 ㅎㅎ
10,오랜만에 10점짜리 영화를 본 듯 합니다쪼금은 길긴한데 감안하고 추천할 영화에요 !
10,그저 명작. 당장 아바타1 다시 볼 예정. 된다면 아바타2 4D로 다시 보고싶음 (방금 보고 나온 사람)
10,전체적인 흐름도 너무 자연스럽고 3시간이 너무 빨리지나갔어요~~ 저도 두아들을 둔 엄마인데 너무 내 얘기 같았어요.. 이태원 사건 때문도 그렇지만 큰 아들을 잃었을때도 남얘기 같지않더라고요~ cg인데 cg같지않은 영상 짱이예요~~ 추천이요~~꼭 보세요~~우리 지구의 미래일수도 있어요..격각심을 주는 영화같아요~~역시 제임스 카메론은 남다르네요~~
9,"4DX 3D 로 보았는데 생동감 확실히 있었구요, 반나절 시간 투자할만큼의 영화였어요!"
10,와 역시 아바타인 이유 이제 장르가 아예 아바타로 바꿔야 할긋
10,진짜 대작 말이 필요없음
8,3시간은 힘드네요. 영화는 나쁘지는 않지만 1편에 비할 바는 아닙니다.
10,안경쓰시는분은 3d영화 보면 멀미하십니다.. 30분보고 다시 2d끊고봄 ㅠㅠ
6,감독님이 비건이시기도 하고 평점에서 다들 극찬하시길래 봤는데 솔직히 스토리가 진짜 재미 없었다 .. 영상미도 무슨 해저 탐험하는 것 같다면서 난리난리 치시던 평점이 영화 보는 내내 뇌 속에 맴돌면서 봤는데 리뷰들 때문에 기대가 높아서 그런지 그 정도는 전혀 아니었어서 매우 실망스러웠다 ㅋㅋ ㅠㅠ 다음 시즌 나오면 안 볼 생각 .. 이런저런 포인트들에서 울긴 많이 울었지만 너무 진부하고 뻔한 스토리였다 ㅠ 감상포인트를 추천하라고 뜨는데 감상 포인트 없는데 뭘 골라야 할까 ..
10,"주변인들이랑 평점이 생각보다 낮다,지루하다 해서 기대감 낮추고 봐서 그런지 재밌네요 cg 진짜 레전드인 것 같아요.."
9,간만에 봤는데 재미있었네요!
10,시간이 어떻게 가는지 모를정도로 몰입해서 봤습니당
1,진짜 너무 지루하고 지겹다. 몇 번을 자다깨다 했는지 머리가 어지러움. 아바타라는 소재빼면 너무 평범한 삼류스토리..
9,생각보다 재밌었어요~! 하나도 안지루하구
10,영웅 보다 100배 감동적이고 재밌다
10,??
10,완전감동 최고 또 보고싶네요
2,그냥 cg도 대단한지모르겠고 지루하고 힘들었음
10,"용산 아이맥스 I22 I23에서 봤는데 살면서 극장에서 본 것 중에 제일 만족감이 높은 영화였습니다.연출은 말할 것도 없고 음향이 정말 빵빵해서 수준 높은 ost와 효과음과 정말 잘 어울렸고 실감났습니다.. 스토리도 정말 지루하지 않고 충분히 스릴넘치고 재밌었습니다. 부자연스러운 전개 없이 만족할 만한 구성, 전개였습니다.아바타 1이 저에게도 정말 센세이셔널 했지만 어릴 때 본거라 극장에서의 감동은 가물가물했지만 커서 극장에서 다시 본 아바타2는 정말 감동적이었습니다. 제일 좋아하는 영화가 뭐냐고 물으면 아바타라고 말 할 수 있을 것 같습니다.. 아바타 정말 최고예요 ㅠ 이 영화를 만들어주신 모든 분들께 감사드립니다. 어서 아바타 3,4,5편 보고 싶네요"
10,영상미가 진짜 좋았던거같고 내용도 재밋었는데 왜 실망스럽다는지는 이해가 잘 안됩니다
1,와따 잠방 야무지게 때렸습니다 그냥 파랑꺽다리들 수면제임
8,스토리는 미흡하지만 영상미가 커버함
10,스토리는 1이 더재밌었는데 연출이랑 영상미가 진짜 도라방스 ㅠㅠㅠㅠ 개인적으로 너무 재밌게봤음 ㅠ
10,도대체 뭐가 지루하단거임 ㅋㅋ CG 보는 맛도 있어서 그런지 재밌게 봄 의문점이 많긴 하지만 그건 1때도 그랬고 명작은 명작입니다.
10,굿입니다 다시 또 볼 거예요
10,돌비시네마서 봤는데 무슨 3d가 2d보다 화질이 더 좋냐 영상미 미쳤음
9,너무 재밌게봤어요 영상미가 좋아요
4,첫두시간은 특별한 뭐가 없는듯... 영상은 예뻐요... 거의 졸가말가... 마감1시간 집중하고 봣어요. 화장실 못갈가봐 걱정할게 없을듯요.... 마지막 1시간 잘 앉아 보시면 되여
8,3시간이 넘는 긴시간인데도 길게 느껴지지않을만큼스케일도크고 볼거리도많고... 재미있었지만;;;1편을 넘 잼있게봐서 그런지 쫌 덜 재밌다는 생각이 드네욤^^;
6,아바타1의 신선함과 화려한 CG에 비해 돈은 많이 투입했지만 정작 스토리가 빈약하여 실망함.
9,재밌습니다
10,씨지가 너무 멋져요
8,재밌긴 했는데요.내용이 시즌1과 비슷해서 좀 그랬어요.너무 기대하고 본거같네요.
10,존잼(10글자 이상)
7,진부하고 답답한 전개의 단점을 CG로 대체하는 영화CG가 아까울 정도의 스토리. 평점 7점 중 6점이 CG 점수일 정도...이야기의 개연성과 설득력이 너무 떨어지고 갈등을 조성하는 방식이 계속 똑같아서 답답함그나마 세계관 확장을 위해 뿌린 떡밥이 많아서 후속편의 퀄리티에 따라 평가가 달라질듯.
8,내용은 고리타분 전연령을 위한 영화인가? 그래도 영상미랑 고생했을거 생각해서
10,영화 보는 내내 행복했어요. 상상도 할 수 없는 곳으로의 여행을 다녀온 느낌! 판도라는 알면 알수록 깊이 사랑할 수 밖에 없다는게 맞는말 같아요! 등장 부족들도 너무 아름다워요~! 극장표값만 내면 이렇게 말도 안되는 체험을 할 수 있다니요! 이런 문화적 체험을 선사해준 제임스 카메론 감독님 만수무강 하십시오!!!
8,시간이 좀 길긴햇지만 재밌었어요ㅋㅋ
10,동물과 자연을 아끼고 서로 교감하는 나비족을 보면서 감동 먹었습니다 영상미 최고네요
9,"진짜 판도라행성이 존재하고, 나비족도 실존할거 같은 느낌이었고, 마직막 1시간 액션시퀀스는 압권이었음!!"
10,잼있습니다이영화를보고나면자연과나비족이너무너무좋아지지만인간이겁나게싫어진다는점이있습니다
8,보기전에 꼭 화장실 가시길...화장실 홍수남. 아바타 인간기준 못생겼다 어디든 인간이 못됨의 진화가 가장 빠르다.
